
Topic: 0
1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,
"musical [0.0232235760173887]","center [0.0242465015742658]","production [0.0221029624181734]","ballet [0.0248767060082032]","concert [0.0246721394615645]","tickets [0.0259371762836274]","play [0.0229810001583811]","center [0.0228648801276129]","symphony [0.0237250059366772]","festival [0.0227627403053829]","21 [0.0214566055641229]","opera [0.026646150527427]",
"concert [0.0222261812237568]","concert [0.0213706440954769]","concert [0.0194494651580566]","stage [0.0214812115071362]","performance [0.0240668827839674]","production [0.0241263378744651]","symphony [0.0220756085730829]","concert [0.0222182993402941]","theaters [0.0227698810677717]","production [0.0209700681108585]","plays [0.0204601493524589]","stage [0.0256065456992675]",
"theatre [0.0181331242142832]","symphony [0.0196465852578794]","symphony [0.0181317822804742]","play [0.0211954684904064]","broadway [0.0235458889538213]","dancers [0.0215900503952262]","performance [0.0219131441982355]","dancers [0.0201112796903416]","performances [0.0224200170728506]","dancers [0.016953662311964]","opera [0.0203813955657631]","play [0.0230567766483842]",
"performance [0.0176916265763022]","information [0.0193817270966545]","play [0.0172109427634682]","performances [0.0205218927006495]","performances [0.0217756534727932]","symphony [0.0213312775754873]","musical [0.0197000967712586]","plays [0.0200959773854527]","concert [0.0211333797437622]","saturday [0.0156234474948103]","ballet [0.0199404964133256]","theaters [0.0222195539737672]",
"plays [0.017524470048556]","orchestra [0.0184937558749964]","arts [0.017018056819075]","concert [0.0195063770089947]","artistic [0.0193004287420567]","director [0.0205969713355319]","performances [0.0187170634554121]","musical [0.0191107358392742]","center [0.0203078747941557]","performance [0.0156076525403486]","actors [0.0190808039372369]","production [0.0217952148715167]",
"symphony [0.0158674398601902]","tickets [0.0181726177777994]","dancers [0.0164114343721458]","tickets [0.0187037318721186]","stage [0.0190725770570095]","premiere [0.0204881235398617]","production [0.0181907667190858]","tickets [0.0189861399556713]","artistic [0.0183858956352367]","stage [0.0154826842605817]","theaters [0.0182620141505918]","performances [0.0213488829261671]",
"stage [0.0148464007733352]","plays [0.017173744992696]","orchestra [0.0163778778848275]","productions [0.0173578972049971]","musical [0.0184136262907829]","hall [0.0203877926422569]","ballet [0.0179373054331983]","stage [0.0187209013603857]","musical [0.0183120351372903]","concert [0.0147677455672208]","stage [0.0180219295995041]","musical [0.019144918209942]",
"broadway [0.0147994055392116]","stage [0.0166102284466939]","stage [0.0155008568212534]","performance [0.0171609618210566]","orchestra [0.0177066727475607]","center [0.0184957000877453]","productions [0.0178500928983713]","symphony [0.0186249401080496]","performance [0.0178543214348394]","performances [0.0141705930525576]","saturday [0.0177478859068263]","saturday [0.0187500989865202]",
"the [0.0144858391456894]","director [0.0154673891719587]","tickets [0.0150282503991054]","plays [0.0168438870971958]","theaters [0.017299888590116]","play [0.0182631290311638]","actors [0.0174648569794379]","broadway [0.018265464235946]","saturday [0.0176498191408052]","22 [0.0132591919724688]","concert [0.0171628154320101]","ballet [0.0184275424404637]",
"productions [0.0142507297012762]","actors [0.0153622034349765]","performing [0.014922200817199]","dancers [0.0167027555289436]","director [0.0172768559006488]","performance [0.0177937963005597]","information [0.016703749828504]","drama [0.0182310825167115]","play [0.017493256261408]","sunday [0.0126384952545049]","saturdays [0.0165436869863788]","dancers [0.0180673057463753]",
"orchestra [0.0140506829821743]","theaters [0.0150418025056715]","information [0.0147678702612807]","center [0.0161312495989708]","plays [0.0167626577675075]","saturday [0.015567947480604]","broadway [0.0156081809196999]","performance [0.0181843077143586]","orchestra [0.0168353685826028]","oct [0.012324543868066]","orchestra [0.0146664708982215]","broadway [0.0167846659150089]",
"repertory [0.013789824362428]","program [0.0149446408293675]","july [0.0141516477006261]","saturday [0.013138368092212]","dancers [0.0165519190253946]","mozart [0.0147865677959617]","performing [0.0150568121914297]","theaters [0.0178946547529034]","stage [0.016418863169362]","center [0.0117088639354855]","production [0.0143091964550675]","plays [0.0166584982327563]",
"program [0.013673826650897]","hall [0.0148335913085157]","musical [0.0136867941580307]","information [0.0128995497359328]","productions [0.0163196835818089]","performances [0.0147614206614364]","hall [0.0147286885312029]","director [0.0172437296796783]","perform [0.0151316291821202]","show [0.0114463291534615]","director [0.0139622675097052]","productions [0.0166456328562761]",
"performing [0.013612231797846]","broadway [0.0144710215233675]","director [0.0135367978213131]","artistic [0.0128595027086119]","symphony [0.0161478877846179]","22 [0.0147573406880755]","concerts [0.0144665576354412]","productions [0.0170373456932119]","productions [0.0151086356028048]","shakespeare [0.0114141560554426]","98 [0.0135401651678636]","730 [0.0163215887101875]",
"tickets [0.013269090772541]","saturday [0.0142171643062086]","broadway [0.0123020122154457]","show [0.0124206520530062]","actors [0.015922601222767]","information [0.0147562589920387]","theaters [0.0139451074495188]","call [0.0167981276560733]","papp [0.0147318619747407]","symphony [0.011217187807607]","artistic [0.013528555498886]","noon [0.0149841216075327]",
"information [0.0130734068789903]","arts [0.0134734898584435]","soviet [0.0117886266321182]","performing [0.0123377900768115]","center [0.015779227936882]","musical [0.0146450733436808]","plays [0.0130930585828005]","artistic [0.0162550951615461]","call [0.0142288184403056]","artistic [0.0111406892280828]","musical [0.01352699727805]","center [0.0149572083735386]",
"theaters [0.0127474128179711]","dancers [0.0133626269402768]","productions [0.0116546180556043]","hall [0.0123227017523756]","shakespeare [0.0129451046008191]","gockley [0.0137369258913672]","center [0.0129989496372247]","orchestra [0.0161967623435853]","22 [0.0141779406758726]","plays [0.0108789187738174]","sundays [0.0133178237340113]","artistic [0.014938004187289]",
"dancers [0.0122275013793254]","performing [0.0133383930734657]","plays [0.0113860620852596]","call [0.0117034990254407]","performing [0.0122932792583728]","performing [0.0122511279259968]","show [0.012665835411298]","saturday [0.0151031423465724]","ensemble [0.0139173971188671]","sunset [0.0107728729919865]","march [0.0132636811798275]","sunday [0.0146578806456072]",
"shakespeare [0.0120568276146681]","musical [0.0129845312016434]","troupe [0.0111348597498499]","audience [0.0115317302269063]","playwrights [0.0114225577956317]","artistic [0.0122057214168472]","call [0.0126449703700334]","sunday [0.0147828011003918]","plays [0.0125368702042836]","orchestra [0.0106869425225416]","performing [0.0131960801555527]","information [0.014271151235705]",
"hall [0.0113705475107562]","theatre [0.0124428683869453]","aug [0.010925993157595]","premiere [0.0115273692868842]","troupe [0.0112567649962834]","plays [0.0117708164083408]","program [0.0126018548794129]","performing [0.0142980275039252]","director [0.0118666601364724]","call [0.0101716089385451]","performances [0.0129769903762483]","arena [0.0133108692761711]",
"series [0.0113196146401512]","artistic [0.012010750436037]","call [0.0106930723808152]","ensemble [0.0111633756975606]","hall [0.011196517149896]","june [0.0117447149546783]","shakespeare [0.0123679214848621]","arts [0.0140886543904752]","performing [0.01123811090991]","information [0.0100204677260239]","street [0.012940711595683]","hall [0.0129829247165499]",
"actors [0.0108671055120242]","july [0.0111356026476245]","city [0.0105549136724423]","concerts [0.0104700438107606]","arts [0.0106880243425561]","dancer [0.0115292784154252]","artistic [0.0117734084327418]","actors [0.0138869640400852]","program [0.0112360649723047]","dec [0.00994717021959292]","repertory [0.0128628233587135]","audience [0.0127327332550626]",
"companies [0.0108487273792773]","concerts [0.0104960081210918]","summer [0.0104455324125258]","arts [0.0102415889357819]","repertory [0.0105634065727161]","theaters [0.0113073683763191]","series [0.0114775913327494]","hall [0.0134747916672548]","broadway [0.0112164194919674]","troupe [0.00963382190149802]","fridays [0.0128262979467795]","companies [0.0116835253620981]",
"oct [0.0106990778922717]","sunday [0.0104795015373419]","theaters [0.0104146029956293]","repertory [0.0101043877688193]","saturday [0.0103888582666144]","perform [0.0112442925644389]","22 [0.0114739952000338]","perform [0.0126532339644994]","companies [0.0111002882962295]","productions [0.00949260213110459]","productions [0.0125224874992284]","shakespeare [0.0114628589885634]",
"concerts [0.0102792549113996]","free [0.0103180132410919]","series [0.00971548414694318]","singers [0.0100303978624996]","sunday [0.0103154543542002]","stage [0.011022136962997]","saturday [0.0110314789068845]","series [0.0124375271377153]","april [0.0107640480239824]","director [0.00944191642849196]","performance [0.0120004869337348]","actors [0.0101053528608578]",
"saturday [0.010242647661943]","series [0.0102376975213063]","feb [0.00965923285628903]","orchestra [0.0099414451970732]","perform [0.0101799920191451]","930 [0.0101000900375336]","northwest [0.0106994449861084]","arena [0.0123586853329426]","premiere [0.0104269750206889]","performing [0.00920301338970908]","shakespeare [0.0118106619283682]","miller [0.00987502842031553]",
"nov [0.0101049506436937]","show [0.0101627624548393]","artistic [0.00963501648779145]","works [0.00988797666745201]","tony [0.0098015259547721]","arts [0.00961922898112952]","perform [0.0104233850537467]","audiences [0.012174704632883]","drama [0.00991459779775139]","works [0.00914145306942855]","friday [0.0114813197425887]","director [0.00975768896320608]",
"director [0.00938437543970115]","repertory [0.00999357663862506]","program [0.0093192810618015]","tap [0.0098790693014155]","concerts [0.00969221332422597]","repertory [0.00900246251933245]","dancers [0.0101835083746249]","northwest [0.0121663611087395]","kirov [0.00973316567841687]","actor [0.00908942965254912]","sunday [0.011477616330433]","orchestra [0.00968647663772412]",
"artistic [0.00935880068712803]","american [0.00977335994904309]","joffrey [0.00908201795525937]","theatrical [0.00970159774230911]","series [0.009534678475124]","productions [0.00895689751083982]","audience [0.00981337209305328]","show [0.0120792651646593]","hall [0.00968918764312811]","wednesday [0.00891778470156934]","free [0.0113335844488207]","symphony [0.00959453463979866]",
"premiere [0.0091315947408002]","performers [0.00977332205541544]","works [0.009028899462843]","director [0.00959971478064979]","performed [0.00941378632840849]","conductor [0.00871642431192332]","tomorrow [0.00977238635958682]","program [0.0120427656906452]","concerts [0.00959614857924925]","free [0.00891513757995587]","symphony [0.0112157712536375]","show [0.00956956132607432]",
"ensemble [0.00907246068450111]","productions [0.00957788697921061]","performed [0.00884399920952695]","program [0.00916652963254103]","companies [0.00938480850837358]","oct [0.00868177839560034]","chamber [0.00956537827475]","chamber [0.0114645711215143]","choreographers [0.00956790623155047]","boulevard [0.00887418537405563]","22 [0.0112072678501784]","audiences [0.00956543366484764]",
"performed [0.00901599298775408]","21 [0.0093248677858743]","ensemble [0.00873400334359571]","playwrights [0.00915145337903424]","show [0.0093182997967194]","call [0.00843926357838698]","730 [0.00944916972891388]","22 [0.0112502429154792]","free [0.0089526372367994]","nov [0.008715346453847]","road [0.0107218461249898]","lecture [0.00956157480726608]",
"arts [0.00888116454090738]","performed [0.00922588856978065]","events [0.00864206653314174]","perform [0.00913053083863633]","program [0.00930601558588855]","program [0.0084343519929229]","oct [0.00927814007914363]","troupe [0.0107077375571764]","choreographer [0.00884996025350525]","theaters [0.00852465076560624]","dancers [0.0105006235866286]","program [0.00937654328079002]",
"perform [0.00875531144301906]","the [0.00921982648731479]","show [0.00859239445550026]","symphony [0.00873194598934279]","information [0.00909660130868267]","works [0.00836261413732108]","sunday [0.00920265401445158]","performed [0.0104806979802729]","performed [0.00884531241118896]","program [0.00824919082506459]","730 [0.0103217243590541]","aug [0.00927427532923994]",
"works [0.00861117568998932]","playwrights [0.00913292096414667]","annual [0.00850408984270574]","troupe [0.00871398879198363]","audiences [0.00909418939552299]","choreographer [0.00832829458497977]","performed [0.00918100640731759]","premiere [0.0100038773014794]","information [0.00873958370151385]","tony [0.0081492485375942]","jersey [0.0101154513167754]","admission [0.00924866130413526]",
